"Guid","CurrencyIsoCode","Name","SBQQ__DiscountAmount__c","SBQQ__DiscountPercentage__c","SBQQ__LowerBound__c","SBQQ__Number__c","SBQQ__OriginalBlockPrice__c","SBQQ__OriginalDiscountTier__c","SBQQ__PriceModel__c","SBQQ__PriceSchedule__c","SBQQ__Price__c","SBQQ__TermDiscount__c","SBQQ__UpperBound__c","SBQQ__VolumnDiscount__c"
04bfaf6a-b218-4030-a520-620cc32c3890,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,a89e0e99-1b9d-4733-9fc5-bd4d10083ff6,5000.0,"#N/A","#N/A","#N/A"
04c317de-1f19-4abc-9584-4958f7373991,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,b442b309-0d0c-493d-af67-83c398a0f162,11400.0,600.0,"#N/A","#N/A"
04c9b23a-d524-499e-bd80-61de7186f925,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,0e5c0235-5f3c-4755-962d-8085fbedef16,1.0,"#N/A",2000.0,0.0
04cb07c5-be58-44ea-acb6-7dc14a5872e6,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",da8c6e5e-c996-49bf-a4fc-9fff96c871f5,Per Unit,8eb7d65e-e8f9-4d42-bb98-a5d03cfba4b7,99.0,"#N/A",250.0,0.0
04cc2a6f-1029-4374-aaf0-66ca10f6ed7e,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,ccaf6ab9-7c8e-4f20-8998-671ed0d47989,125.0,"#N/A","#N/A","#N/A"
04d0f889-6780-4f50-a2fb-eb1f31492a44,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,3376ffd0-03c7-45b3-8dae-1d78476e0742,0.8,"#N/A",10000.0,0.2
04d5b3be-9298-44d6-8d57-0f81dbfe6875,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,c64d169c-d980-41a0-9923-4208f53fd1e2,1.0,"#N/A",2000.0,0.0
04db1a1a-189b-4c4c-b9f6-d64d8dc73477,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,b4d4abf8-f70e-4ee1-bb6b-8476c2861dbc,0.0,"#N/A",1000.0,1.0
04dc1160-f536-4441-9a7e-1ba3127648bf,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,f93db473-c7b9-4e75-a176-6b118aa19eae,33.66,"#N/A",2001.0,65.34
04ea1d42-92fb-4d3e-823c-62e0612814d6,USD,Tier 2,"#N/A",0.0,2.0,1.0,"#N/A","#N/A",Per Unit,c3dd04f4-b538-47fc-a9e6-b737b6a12ea6,0.15,"#N/A",9999999.0,0.0
04ea2e48-9877-465d-9e78-f5708dbe725e,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,e58805fe-bddc-4f5a-a1d9-7715bee2a821,57.92,"#N/A",501.0,9.9
04ec4d1d-70a6-483d-acfa-016d3c36e656,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,31ef2966-c2ad-4d14-9e0b-e5f96589315f,17500.0,"#N/A","#N/A","#N/A"
04f1b7a9-1be6-4292-8c2a-aeb0fe750495,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,75aaaf3c-09e9-4633-8d13-a18663370337,100.0,"#N/A","#N/A","#N/A"
04f29226-bf89-4b1d-a746-46ef665c461f,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,19c2c313-2463-4503-b8d2-a4f8ec8c9578,250.0,"#N/A","#N/A","#N/A"
04f38cca-e423-4786-b0e0-4457052e2bf6,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,4e548bb0-42be-4d9b-aaf3-4045af49d3fd,0.9,"#N/A",5000.0,0.1
04f86475-0025-4a9c-bbab-aec78c7a925e,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,dffb1509-e6bb-477d-a88a-bfb5f69cd20d,6000.0,"#N/A","#N/A","#N/A"
04fc18f9-fccc-4982-817a-febd594a0e87,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",da8c6e5e-c996-49bf-a4fc-9fff96c871f5,Per Unit,326df0f8-9887-4bbb-85cb-5869d3efecc9,99.0,"#N/A",250.0,0.0
04fe905b-da68-4ff0-b00d-3d7d24554067,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,dd40c0f1-fb59-47f1-a90e-11b552edb248,0.0,"#N/A",1000.0,1.0
04fee99a-70bd-4f53-8b8e-caaca9fc84a6,USD,501 to 1000,"#N/A",33.0,501.0,2.0,"#N/A",9177c98b-1fda-4b1a-923c-d2c17786110a,Per Unit,fd641333-f552-4d52-a875-8b3098147c4e,66.33,"#N/A",1001.0,32.67
05033ddf-b61e-404d-8642-4297f8b5c5ad,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,02adad26-aa03-4467-9289-ec02f5079e73,"#N/A","#N/A",1000.0,"#N/A"
0504f010-3d75-47e5-9a99-04d45530a912,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",da8c6e5e-c996-49bf-a4fc-9fff96c871f5,Per Unit,4a5e9931-0448-4b48-9fcc-d31d25e187ce,490.13,"#N/A",250.0,0.0
05093b29-fb30-4ca6-a2d3-7ec46f6b8ae4,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,69a0b769-e71d-4094-8935-bc120d21db2c,0.8,"#N/A",10000.0,0.2
0509edd4-839b-4889-a48f-82aa885417d5,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,7611720e-e278-4536-9a99-6247f62a91d8,95.0,"#N/A","#N/A","#N/A"
050a1030-d11e-4512-af8e-a150812ae1ed,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,55e5c240-fd80-4564-9a78-08acd1804e63,33.66,"#N/A",2001.0,65.34
050b5e78-0ab2-4ce8-a346-5cf6414c587b,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,de54c217-f45a-45c6-84ed-6a83ae1c95bb,12000.0,"#N/A","#N/A","#N/A"
050ca409-8cb8-4866-b5a8-98186527e48e,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,71b19525-448f-4626-8c03-3b4065b0a16e,0.0,"#N/A","#N/A","#N/A"
050eed99-e665-413f-9cf3-a972660ac450,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,ad3d051d-d1b0-4f43-b064-b0ec6fa88171,0.0,"#N/A",1000.0,1.0
05143d85-96cb-44d7-bb65-4a028f665f3c,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,c9e75196-129e-443f-a268-a8058021bbfc,12000.0,0.0,"#N/A","#N/A"
0515f0f2-3868-444c-abba-d5be90daddd7,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,15a296c1-d96c-4ce3-abff-fc0a0ea968c0,29.7,"#N/A","#N/A",69.3
0516748b-c956-4d0e-9bc5-43846f53fcf8,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,a45b5800-47ff-44fc-9427-fa3d29f25ffe,100.0,"#N/A","#N/A","#N/A"
0518f1f3-48d4-4ffd-a479-679a3ddb3402,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,d40fd8d2-2902-4e9a-9d33-1c02902ecc6c,82.53,"#N/A","#N/A",69.3
051a4cab-6eb0-43d8-ada1-9d0685a51fd8,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,458ef58e-e474-43ff-972c-ce46941a36dd,12000.0,0.0,"#N/A","#N/A"
051bdfd8-f228-4385-be15-4a2b74d1d186,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,be122341-cf3e-48ff-a5f7-01e353bf121a,100.0,"#N/A","#N/A","#N/A"
05204dec-4fca-4701-9d87-9c1d93bb20e6,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,8a45426a-15f4-4416-84cb-c84761a6f918,0.8,"#N/A",10000.0,0.2
0521c00c-8d42-4e10-ac48-aa9447b2d3ac,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,6655e9d0-e59a-40f4-9b57-d5fccd4eaae9,8000.0,"#N/A","#N/A","#N/A"
052a3b4d-99e4-4934-8644-fcf06bff8af6,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,6e9b7501-0207-43b7-9409-e4e4d4235d2c,0.0,"#N/A",2.0,0.15
052e4f64-8760-4773-a127-a51844b31516,USD,501 to 1000,"#N/A",33.0,501.0,2.0,"#N/A",9177c98b-1fda-4b1a-923c-d2c17786110a,Per Unit,faf9acd3-2491-4993-aa34-a0e91d003705,66.33,"#N/A",1001.0,32.67
052fc8e0-b493-486d-bb72-85674eacef8c,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,f27a1d5c-6618-4baa-b0a5-5eec144e8365,0.0,"#N/A",2.0,0.15
0530798a-8213-4ef1-a2b6-7857a1b340d6,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,9ca41ab5-3ce6-41f6-b169-3e0e79b7d741,150.02,"#N/A","#N/A","#N/A"
05310e4f-3749-4021-a61c-4827ca0ad70c,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,bd94518e-cda5-465f-9299-599b05775ce6,0.9,"#N/A",5000.0,0.1
053203bc-48f8-4c36-8c88-dcef5ebfc83f,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,b4365d28-a0f1-4de6-b187-a907f7613d26,3000.0,"#N/A","#N/A","#N/A"
053a7634-fee4-476e-a26f-59e0351f6408,USD,Tier 1,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,adf48cac-04e4-4937-b673-0f7a33fa1151,0.0,"#N/A",2.0,0.15
053e8f45-70a4-4a5f-86c1-d3ff685265ea,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,1906eb39-fe6c-4069-9acb-64fd7966d0b7,9180.0,1200.0,"#N/A","#N/A"
053f8fe7-18e2-4652-a312-e9f01b2d6cb0,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,162820ee-56e8-4b2d-9497-dc1a4820f129,11.19,"#N/A",10000.0,0.2
053f9315-18e0-4b00-abd2-234622f9e5ae,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,17942209-a3d7-44d3-9aa4-bacfb561fa94,0.0,"#N/A","#N/A","#N/A"
05469a99-78f9-4dcc-bed7-a6f609205d35,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,2c7f7833-9c8b-4a15-add2-09413362b7fc,150.0,"#N/A","#N/A","#N/A"
0548f592-9ec0-40b4-ace7-2e27ac9d8f38,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,46555a42-ea4d-4306-897c-69c17bacc337,0.0,"#N/A",2.0,0.15
05499d39-64ea-489d-b68a-d3b1070578f7,USD,Tier 2,0.0,0.0,2.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,9c713471-7e70-4d5e-a938-eb4bcc2d8992,0.15,"#N/A","#N/A",0.0
0549bc09-e7b9-4300-bc31-98e4179b8657,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,6c38f567-bd9c-4d21-9f9a-fbdad1183afb,100.0,"#N/A","#N/A","#N/A"
0549bd46-ea0c-44b8-9720-6f7cb5f3fe6e,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,7c6982a5-bc79-46cf-b16f-81de7f743738,0.8,"#N/A",10000.0,0.2
05549d52-fdac-43ce-bb82-afddfcfecacd,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,963751ba-cb2e-487d-b449-3ca95b4e3e65,0.0,"#N/A",1000.0,1.0
05613c19-ecff-4ea9-8eac-3ebc0f6f279d,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,c2a8ec2b-30a9-4a1f-879d-37fc0057f5be,4.55,"#N/A",2000.0,0.0
05680747-9d49-4cff-999c-a493e551c48e,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,6feae87a-de01-483f-8793-925882a95e02,29.7,"#N/A","#N/A",69.3
056e1646-add0-41a0-a1a6-e1a63e565ce9,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,9272b866-8734-4d15-a2e2-e4abfe5b7e18,33.66,"#N/A",2001.0,65.34
056f9ecd-6c1c-40da-b1a1-54d36677e5be,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,3e130c26-d699-465b-8ab9-173ec28033f8,0.9,"#N/A",5000.0,0.1
0579e5f0-a3b0-4eb7-b779-ff8f5dbf3fbd,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,a07211fb-4650-437e-ac4d-d15f9630cdaa,150.0,"#N/A","#N/A","#N/A"
057b10ef-e90d-4e61-90bf-85fd04673c99,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,d691e5b1-b8fa-4c55-ae04-e76e9fbc5373,0.0,"#N/A",1000.0,1.0
057e3159-a1d1-4a7e-b0b6-701780ff4e29,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,6ee471fc-aab7-4a01-bec7-69ba14ab150e,0.0,"#N/A","#N/A","#N/A"
0584a34f-d708-498d-be6e-b98431de8165,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,0c74dfba-1e21-4ee7-b544-49275caff037,29.7,"#N/A","#N/A",69.3
05892369-c030-4191-b211-309883dd656b,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,b353d13c-aacd-4dc5-823f-c1a4dcd49ff8,150.0,"#N/A","#N/A","#N/A"
058bb229-0242-410e-9a64-99b9b921e7b7,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,cea18b88-19a9-4920-8341-be944383c7ac,7031.56,"#N/A","#N/A","#N/A"
058c108e-4ec3-45fe-a717-12d13eee21f4,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,2241fd15-7009-4117-9759-2c40e8af05e0,0.0,"#N/A",2.0,0.15
0590ab3a-c8e0-48aa-8f8b-581cc4ca9863,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,c6b23be6-85f1-415f-ab33-7098d8b62ed3,0.0,"#N/A",1000.0,1.0
0590b04f-9691-4737-96ba-8046f9fc6217,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,14827abb-676b-4f46-a198-b3d1f268c0f7,0.0,"#N/A",1000.0,1.0
05958a67-065d-4aa7-bc74-2092106db7bc,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,9accd490-448b-4211-b2b8-1a940014dd56,99.0,"#N/A",501.0,0.0
0597c37f-7c91-4c1f-a86c-6ebf9e9de979,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,0653c8bd-27d0-40b7-9d28-459c40f8310a,90.0,"#N/A","#N/A","#N/A"
05983ce4-8463-4bc4-a020-e76c6ffc0f44,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,823bb6ff-6d55-4e55-9740-00322b82b6e6,0.0,"#N/A",2.0,0.15
059c9ef2-b63f-4351-84ed-14e99e0815ab,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,89a7b09e-8423-48d1-8d1b-dfbc48306793,22.28,"#N/A","#N/A",69.3
05a55d29-8640-4b5f-8bec-211c49e38f39,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,04eebd33-d9e3-462b-a684-f3687e8ca0b9,0.0,"#N/A",2.0,0.15
05a5bc88-5957-4381-af2c-393e3bc8a910,USD,Tier 2,"#N/A",0.0,2.0,1.0,"#N/A","#N/A",Per Unit,46555a42-ea4d-4306-897c-69c17bacc337,0.15,"#N/A",9999999.0,0.0
05aaf422-5aea-46a3-b9d8-1169d56609c4,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,aa2e7c08-d3c9-49a1-ac9a-bc910b0b9f28,12000.0,0.0,"#N/A","#N/A"
05b15a17-2e2b-43f3-9600-b1965903bf0a,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,5f3bfce1-6f27-406c-b94d-bf8f8d90ae9f,0.0,"#N/A","#N/A","#N/A"
05b59997-cdd9-4505-b21b-9a1131deb240,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,39ffcf13-a1c7-40b8-9fec-45f445e02dd4,0.8,"#N/A",10000.0,0.2
05b5f264-2ad6-4100-8152-0778e444922f,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,1c87bd64-f1e2-4858-990a-604245bb91b0,21.88,"#N/A",2001.0,65.34
05b956d8-2aee-4cfa-8d6a-8a08f7d3e524,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,1c0e1035-99c2-453c-9e4d-17235a3ec104,2000.0,"#N/A","#N/A","#N/A"
05bb8ab0-f162-4d0a-aa49-f33042050965,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,7170778a-3467-44fd-bce9-6f9a0a211801,0.8,"#N/A",10000.0,0.2
05bd1bef-dc5f-4fc3-9555-72a45d4ff5d7,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,48ba1b2f-fb1d-475b-9b10-cf0d3aa39350,10000.0,"#N/A","#N/A","#N/A"
05c3363f-182d-474f-ace4-c4a1800ffceb,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,65d9cb2c-4251-466f-a318-54707c32178a,0.9,"#N/A",5000.0,0.1
05c37f33-9fa9-47d7-b66a-4ec01b386958,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,e7d0a5fc-127b-4701-886a-a44669546cd4,29.7,"#N/A","#N/A",69.3
05cfc2c0-4f4d-49af-a491-93298cfd192c,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,e6bb9cca-d9f1-41cc-8ea0-5b0b922a1e8d,8000.0,"#N/A","#N/A","#N/A"
05d145da-a9a5-4212-aafd-3f4001ba68e2,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,0b464b59-d7e8-4867-8315-e9d8c66c911f,50.0,"#N/A","#N/A","#N/A"
05d406b0-4e80-4d75-9ba9-fb2abd6f05dd,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,731124e2-2db8-4181-80a7-59c257208553,6.29,"#N/A",5000.0,0.1
05d84f2d-0fe2-489e-ab16-16a0be749898,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,f7433745-1c55-4dcc-87b3-e3cdfee5a537,5000.0,"#N/A","#N/A","#N/A"
05d8f176-ba1b-4ffa-953b-5fa9de55e177,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,3e466085-ba19-4831-b2b7-6e957830a801,0.9,"#N/A",5000.0,0.1
05db0659-57cb-4d7f-9947-92afe51f5c98,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,7901410b-18c5-4ef8-96ce-88b949ae07d4,100.0,"#N/A","#N/A","#N/A"
05dbb21b-8b95-4772-804a-29af603e3549,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,ec19a188-3dad-4158-860c-9362fb87d7ca,150.0,"#N/A","#N/A","#N/A"
05e4566b-d1de-4b44-afb2-57c994c6bf0d,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,db34afce-3f9b-4f2a-b796-bc757d9f942f,-18.4,"#N/A","#N/A","#N/A"
05e90d0b-c96e-441e-a0db-3505ce09ce1b,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,c9a871c4-99e1-431c-992c-7c3ebf0f89f5,0.0,"#N/A",1000.0,1.0
05e9b6e3-95d1-47f8-ad67-510e2d4abeaf,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",da8c6e5e-c996-49bf-a4fc-9fff96c871f5,Per Unit,0b5c8bd8-25bb-4aa9-b00b-57d75e34b384,99.0,"#N/A",250.0,0.0
05ebdc2d-37b8-4a90-8976-e732cf1901e5,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,c6db54d7-2cf0-4a83-baec-66f364e29a9d,207.12,"#N/A",501.0,9.9
05ee8827-a80e-4e58-9bf1-1e3050a0d883,USD,"Tier [9,999,999,  )","#N/A","#N/A",9999999.0,2.0,"#N/A","#N/A",Per Unit,f002e8d4-d954-4d77-9679-b61ea873c24e,0.15,"#N/A","#N/A","#N/A"
05f07c97-feac-4d04-81cd-9c3b90208f7e,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,291522fe-306f-4f1f-acba-037747cea169,0.0,"#N/A",1000.0,1.0
05fd9129-7ff8-466e-b2ca-6f0a0c3a7727,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,2e8b2431-543a-4940-af4d-8b08dad64164,100.0,"#N/A","#N/A","#N/A"
06018efe-bf88-4a63-b063-fe75bd75c57c,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,86e7d3b5-549a-47bc-8b69-7d60cbec2a49,0.0,"#N/A",2.0,0.15
0604a11c-8963-471d-b5d7-747cb274bc8e,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,820742db-2fae-4ff9-8f66-f56d6e851aeb,0.9,"#N/A",5000.0,0.1
0608dba2-dfe4-422d-a0f6-00f21e8de029,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,0b2384f2-be82-4870-b305-a626ef40b776,0.9,"#N/A",5000.0,0.1
060ce917-2e24-4e31-b685-e983d283421d,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,fde32cc2-4f38-4a96-af2a-d8f1031d8bcc,8000.0,"#N/A","#N/A","#N/A"
060e3729-df77-4898-9660-8585abf77aac,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,773ed5c1-0789-4007-9d94-1a37e277343b,100.0,"#N/A","#N/A","#N/A"
06114ea2-6676-4710-840b-66f3e980d9ec,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,83a6c9a9-6b8e-4b61-88c6-7f12ce21fe91,17.94,"#N/A",501.0,9.9
0611627f-25d0-413f-bbb6-0e4213bb258b,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,62973dfd-7fd0-452a-aa99-fd51c4662fd9,89.1,"#N/A",501.0,9.9
0612494a-1529-4434-86e0-0c09f49ae378,USD,Tier 1,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,4fbf6b53-1327-4ff8-9f8a-5cb74def8732,0.0,"#N/A",2.0,0.15
0613126e-4e64-4098-9126-ed49a74c7231,USD,Tier 1,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,4cb45f03-7450-41ce-be9a-f04a356b02cf,0.0,"#N/A",2.0,0.15
06168f1e-c0cb-4915-9cbc-24881e05e143,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,272fe59e-8e98-48c1-93c1-bb62777940a0,7800.0,"#N/A","#N/A","#N/A"
061b5efd-8eb5-43f6-819d-139a63de737d,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,1b1ea448-571b-4aac-ba58-f3c69ba33656,1000.0,"#N/A","#N/A","#N/A"
0620e23f-2030-4cc9-80bc-bf0ac8274c12,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,03b4821c-00e0-4227-88b9-e39475a9775b,158.62,"#N/A",2001.0,65.34
